tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1,baseline_pred,human_residual
Savner,2020,Pre-Monsoon,43.7,34.8,0.026,47.17,24.41,48.79,15.522,3.957,15.7,13.757,14.801645372825426,0.720354627174574
Savner,2020,Monsoon,718.3,25.4,0.772,54.81,26.39,49.19,10.828,3.904,43.7,15.522,10.214771690365184,0.613228309634815
Savner,2020,Post-Monsoon,148.9,25.0,0.136,46.43,23.98,44.32,12.73,3.683,718.3,10.828,13.087310505293809,-0.3573105052938086
Savner,2020,Winter,17.0,21.7,0.011,46.39,25.64,47.03,14.75,4.244,148.9,12.73,14.272299196446578,0.4777008035534216
Savner,2021,Pre-Monsoon,57.6,34.1,0.037,46.25,26.48,50.21,15.167,4.296,17.0,14.75,14.634375452982253,0.5326245470177469
Savner,2021,Monsoon,758.0,28.2,0.829,48.53,27.09,49.67,11.236,4.402,57.6,15.167,10.171144392056657,1.0648556079433433
Savner,2021,Post-Monsoon,99.7,26.9,0.191,47.7,25.78,47.98,14.686,4.639,758.0,11.236,13.865814969514322,0.8201850304856784
Savner,2021,Winter,18.0,18.9,0.0,43.7,26.34,56.1,13.966,3.732,99.7,14.686,14.022273746084478,-0.05627374608447866
Savner,2022,Pre-Monsoon,49.1,35.7,0.044,48.83,26.19,52.7,15.361,4.186,18.0,13.966,14.83013295982255,0.5308670401774513
Savner,2022,Monsoon,636.3,25.3,0.685,45.37,25.93,52.71,12.121,4.375,49.1,15.361,11.610852808431577,0.5101471915684233
Savner,2022,Post-Monsoon,149.6,27.2,0.172,53.51,27.12,49.71,13.298,4.62,636.3,12.121,13.337213599455453,-0.03921359945545255
Savner,2022,Winter,25.1,19.8,0.0,52.11,26.3,46.09,13.157,3.768,149.6,13.298,13.870311190495244,-0.7133111904952436
Savner,2023,Pre-Monsoon,76.1,36.4,0.044,51.64,27.08,56.97,14.224,4.428,25.1,13.157,13.980922042413686,0.2430779575863138
Savner,2023,Monsoon,610.5,27.9,0.601,52.11,25.38,49.88,12.792,4.329,76.1,14.224,12.24960407613407,0.5423959238659304
Savner,2023,Post-Monsoon,95.9,25.7,0.11,55.58,24.41,50.44,14.953,4.389,610.5,12.792,14.366844695149826,0.5861553048501733
Savner,2023,Winter,20.6,20.6,0.006,51.89,28.18,50.69,14.562,4.576,95.9,14.953,13.970321814104388,0.5916781858956117
Savner,2024,Pre-Monsoon,58.0,35.2,0.098,54.33,27.49,53.4,15.362,4.875,20.6,14.562,14.419313349473738,0.9426866505262623
Savner,2024,Monsoon,694.1,25.5,0.705,60.96,27.52,52.29,12.605,4.915,58.0,15.362,11.525782127124245,1.0792178728757555
Savner,2024,Post-Monsoon,120.3,25.6,0.122,50.38,27.61,54.97,14.87,4.545,694.1,12.605,13.684382997392055,1.1856170026079447
Savner,2024,Winter,19.3,24.6,0.046,52.09,28.29,52.37,14.356,4.464,120.3,14.87,14.282712540909497,0.07328745909050305
Umred,2010,Monsoon,756.0,27.1,0.699,18.14,14.76,18.73,13.98,1.846,67.0,16.059,15.881911821367385,-1.901911821367385
Umred,2010,Post-Monsoon,76.7,25.8,0.092,17.07,14.23,22.73,17.807,2.162,756.0,13.98,18.30995486323542,-0.5029548632354199
Umred,2010,Winter,22.5,23.1,0.065,22.25,13.43,20.92,16.412,2.166,76.7,17.807,18.30995486323542,-1.8979548632354195
Umred,2011,Pre-Monsoon,68.2,36.8,0.064,18.18,12.79,25.47,17.137,2.176,22.5,16.412,18.328190823601997,-1.1911908236019961
Umred,2011,Monsoon,767.9,26.8,0.715,21.01,12.93,28.51,13.989,2.275,68.2,17.137,15.785338035867778,-1.7963380358677767
Umred,2011,Post-Monsoon,88.0,25.7,0.117,20.65,13.26,23.92,18.031,2.49,767.9,13.989,18.30659944145848,-0.2755994414584819
Umred,2011,Winter,22.1,21.9,0.0,19.32,13.05,20.2,16.726,1.95,88.0,18.031,18.30995486323542,-1.5839548632354195
Umred,2012,Pre-Monsoon,25.8,36.7,0.0,29.5,13.08,22.52,19.169,2.377,22.1,16.726,18.33638624760392,0.8326137523960817
Umred,2012,Monsoon,478.7,25.2,0.483,25.48,16.34,22.84,15.919,1.942,25.8,19.169,18.099654459830667,-2.1806544598306665
Umred,2012,Post-Monsoon,100.7,26.6,0.127,26.32,13.69,27.05,17.279,2.186,478.7,15.919,18.30659944145848,-1.0275994414584808
Umred,2012,Winter,16.9,23.3,0.025,23.87,14.27,30.67,17.736,2.089,100.7,17.279,18.30995486323542,-0.5739548632354179
Umred,2013,Pre-Monsoon,59.5,34.2,0.036,25.8,16.38,22.29,17.297,2.187,16.9,17.736,18.33864495467463,-1.0416449546746307
Umred,2013,Monsoon,905.1,28.3,0.897,23.69,14.64,21.95,12.942,2.294,59.5,17.297,15.127115582404146,-2.185115582404146
Umred,2013,Post-Monsoon,133.8,25.7,0.124,24.99,15.82,21.9,16.685,2.256,905.1,12.942,18.223527908062966,-1.5385279080629672
Umred,2013,Winter,11.8,20.8,0.055,29.51,15.28,30.48,18.693,2.845,133.8,16.685,18.30995486323542,0.38304513676458285
Umred,2014,Pre-Monsoon,55.0,33.1,0.0,29.48,14.68,24.59,17.754,2.343,11.8,18.693,18.33864495467463,-0.58464495467463
Umred,2014,Monsoon,972.1,24.8,0.922,22.52,16.31,27.31,12.045,2.335,55.0,17.754,15.064480549866861,-3.019480549866861
Umred,2014,Post-Monsoon,163.0,26.7,0.176,17.62,15.26,31.81,15.302,1.614,972.1,12.045,18.12692131837367,-2.824921318373672
Umred,2014,Winter,14.1,23.2,0.021,23.32,15.36,20.08,17.646,2.15,163.0,15.302,18.30995486323542,-0.6639548632354177
Umred,2015,Pre-Monsoon,33.9,33.5,0.063,22.4,15.95,27.78,19.184,2.228,14.1,17.646,18.332336938080115,0.8516630619198864
Umred,2015,Monsoon,781.2,25.3,0.743,25.39,15.58,29.74,13.82,2.194,33.9,19.184,15.59473160304973,-1.7747316030497302
Umred,2015,Post-Monsoon,159.4,24.9,0.157,26.18,15.66,23.54,15.879,2.094,781.2,13.82,18.14400063191923,-2.2650006319192304
Umred,2015,Winter,16.7,20.2,0.052,29.74,15.93,29.52,17.612,2.585,159.4,15.879,18.30995486323542,-0.6979548632354202
Umred,2016,Pre-Monsoon,70.7,33.1,0.112,26.94,16.14,30.54,16.911,2.433,16.7,17.612,18.32898084963651,-1.417980849636507
Umred,2016,Monsoon,753.7,26.1,0.719,27.92,16.98,28.39,14.722,2.517,70.7,16.911,15.86068827847228,-1.13868827847228
Umred,2016,Post-Monsoon,119.0,24.3,0.083,26.3,17.25,28.56,17.482,2.895,753.7,14.722,18.30222887525573,-0.8202288752557294
Umred,2016,Winter,26.0,19.9,0.01,33.33,16.36,27.97,17.049,3.01,119.0,17.482,18.30995486323542,-1.260954863235419
Umred,2017,Pre-Monsoon,63.1,35.2,0.026,29.06,15.4,27.2,17.791,2.629,26.0,17.049,18.33420850686318,-0.5432085068631807
Umred,2017,Monsoon,575.7,27.1,0.518,30.31,17.65,29.47,16.197,2.821,63.1,17.791,17.327540264105007,-1.130540264105008
Umred,2017,Post-Monsoon,129.5,30.0,0.121,28.67,17.26,33.78,16.895,2.068,575.7,16.197,18.25708330091121,-1.362083300911209
Umred,2017,Winter,32.1,21.8,0.0,29.87,15.24,32.75,15.469,2.637,129.5,16.895,18.30995486323542,-2.840954863235419
Umred,2018,Pre-Monsoon,51.6,35.9,0.053,28.48,15.77,26.01,17.994,2.497,32.1,15.469,18.332129244236917,-0.33812924423691726
Umred,2018,Monsoon,583.7,29.0,0.538,29.45,15.83,33.16,16.045,2.115,51.6,17.994,17.128123738439886,-1.083123738439884
Umred,2018,Post-Monsoon,152.2,24.1,0.163,33.83,16.99,32.06,17.419,3.429,583.7,16.045,18.13967420276919,-0.7206742027691888
Umred,2018,Winter,18.2,19.8,0.047,26.05,16.66,30.94,17.367,2.614,152.2,17.419,18.30995486323542,-0.9429548632354177
Umred,2019,Pre-Monsoon,61.3,33.4,0.089,32.02,18.75,32.12,17.339,2.353,18.2,17.367,18.33197560474678,-0.9929756047467819
Umred,2019,Monsoon,379.3,27.5,0.323,35.06,17.34,31.1,17.998,3.076,61.3,17.339,18.13589308317521,-0.1378930831752072
Umred,2019,Post-Monsoon,88.5,27.5,0.096,30.59,17.95,31.73,18.216,2.537,379.3,17.998,18.30995486323542,-0.09395486323541746
Umred,2019,Winter,17.9,23.0,0.012,33.72,18.04,34.57,18.286,3.277,88.5,18.216,18.30995486323542,-0.02395486323541718
Umred,2020,Pre-Monsoon,67.6,33.7,0.066,30.86,17.36,37.01,17.17,2.579,17.9,18.286,18.33233627141345,-1.162336271413448
Umred,2020,Monsoon,736.0,29.8,0.693,32.81,17.05,33.09,14.717,3.038,67.6,17.17,16.06174883415531,-1.3447488341553093
Umred,2020,Post-Monsoon,118.7,25.5,0.087,34.62,16.54,34.01,18.609,3.33,736.0,14.717,18.30222887525573,0.30677112474427304
Umred,2020,Winter,18.3,21.5,0.015,28.23,18.09,32.7,18.2,2.652,118.7,18.609,18.30995486323542,-0.10995486323541925
Umred,2021,Pre-Monsoon,42.4,32.7,0.062,36.82,17.15,33.81,18.66,2.939,18.3,18.2,18.334178382524556,0.32582161747544447
Umred,2021,Monsoon,600.8,26.7,0.542,31.62,19.86,33.93,15.825,2.883,42.4,18.66,16.768392401560845,-0.9433924015608461
Umred,2021,Post-Monsoon,97.1,27.8,0.089,39.24,18.01,33.66,17.893,2.325,600.8,15.825,18.30995486323542,-0.41695486323541786
Umred,2021,Winter,19.8,22.9,0.048,30.17,19.35,33.09,17.496,2.938,97.1,17.893,18.30995486323542,-0.8139548632354199
Umred,2022,Pre-Monsoon,77.4,34.4,0.08,37.4,19.6,36.73,18.088,3.402,19.8,17.496,18.33031255712773,-0.24231255712772892
Umred,2022,Monsoon,795.4,26.9,0.764,39.87,20.12,34.75,15.042,3.737,77.4,18.088,15.58179366405989,-0.539793664059891
Umred,2022,Post-Monsoon,125.3,25.6,0.13,34.64,17.84,35.09,17.366,2.872,795.4,15.042,18.29887345347879,-0.9328734534787912
Umred,2022,Winter,25.8,22.3,0.017,36.97,18.58,31.68,17.227,3.086,125.3,17.366,18.30995486323542,-1.0829548632354182
Umred,2023,Pre-Monsoon,77.0,34.9,0.081,36.33,17.9,31.45,17.116,2.96,25.8,17.227,18.326841156935334,-1.2108411569353343
Umred,2023,Monsoon,546.2,26.7,0.518,33.85,18.56,40.1,16.642,2.932,77.0,17.116,17.90863270500389,-1.2666327050038895
Umred,2023,Post-Monsoon,119.5,25.0,0.092,38.87,18.48,33.06,17.852,3.166,546.2,16.642,18.30222887525573,-0.4502288752557284
Umred,2023,Winter,20.5,22.1,0.033,42.53,20.15,39.42,19.11,3.713,119.5,17.852,18.30995486323542,0.8000451367645809
Umred,2024,Pre-Monsoon,72.9,33.3,0.073,35.03,19.7,35.19,17.59,3.236,20.5,19.11,18.32831378728646,-0.7383137872864616
Umred,2024,Monsoon,399.6,25.1,0.349,34.32,19.71,37.36,18.44,3.357,72.9,17.59,18.133225584858714,0.30677441514128745
Umred,2024,Post-Monsoon,135.5,26.3,0.163,39.73,19.67,39.99,16.774,3.284,399.6,18.44,18.1443467424,-1.3703467423999989
Umred,2024,Winter,25.2,23.0,0.0,41.21,18.13,33.96,17.231,3.114,135.5,16.774,18.30995486323542,-1.078954863235417
